state,program,network,period,value,medium,domain
SD,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,77577,tv,
MT,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,76682,tv,
NM,11TH HOUR W/B. WILLIAMS,MSNBC,Last 6 months,76098,tv,
MT,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,76081,tv,
NM,REIDOUT,MSNBC,Last 6 months,75803,tv,
MT,"FIVE, THE",FOXNC,Last 6 months,73876,tv,
ID,OUTNUMBERED,FOXNC,Last 6 months,73359,tv,
HI,11TH HOUR W/B. WILLIAMS,MSNBC,Last 6 months,72156,tv,
ID,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,70482,tv,
SD,GUTFELD!,FOXNC,Last 6 months,70369,tv,
HI,ALEX WAGNER TONIGHT,MSNBC,Last 6 months,69732,tv,
NH,MORNING JOE,MSNBC,Last 6 months,69098,tv,
HI,ANDERSON COOPER 360,CNN,Last 6 months,68677,tv,
DE,CNN NEWSROOM,CNN,Last 6 months,67773,tv,
HI,LEAD WITH JAKE TAPPER,CNN,Last 6 months,66859,tv,
SD,OUTNUMBERED,FOXNC,Last 6 months,66271,tv,
NH,CNN NEWSROOM,CNN,Last 6 months,65352,tv,
NH,GUTFELD!,FOXNC,Last 6 months,65326,tv,
NH,HANNITY,FOXNC,Last 6 months,65113,tv,
SD,AMERICA REPORTS,FOXNC,Last 6 months,63899,tv,
RI,MORNING JOE,MSNBC,Last 6 months,63837,tv,
NH,FOX AND FRIENDS,FOXNC,Last 6 months,63567,tv,
MT,CNN NEWSROOM,CNN,Last 6 months,63300,tv,
ID,FOX NEWS LIVE,FOXNC,Last 6 months,62257,tv,
VT,CNN NEWSROOM,CNN,Last 6 months,61941,tv,
MT,AMERICA REPORTS,FOXNC,Last 6 months,61917,tv,
NH,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,60670,tv,
NH,"FIVE, THE",FOXNC,Last 6 months,60081,tv,
ME,SITUATION ROOM,CNN,Last 6 months,59801,tv,
ME,MORNING JOE,MSNBC,Last 6 months,59764,tv,
MT,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,59222,tv,
RI,"FIVE, THE",FOXNC,Last 6 months,58960,tv,
ID,"LIFE, LIBERTY AND LEVIN",FOXNC,Last 6 months,58701,tv,
MT,OUTNUMBERED,FOXNC,Last 6 months,56955,tv,
SD,FOX NEWS LIVE,FOXNC,Last 6 months,56225,tv,
NH,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,55571,tv,
MT,HANNITY,FOXNC,Last 6 months,54481,tv,
ME,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,53381,tv,
NH,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,52679,tv,
RI,FOX NEWS LIVE,FOXNC,Last 6 months,52301,tv,
HI,ALL IN W/ CHRIS HAYES,MSNBC,Last 6 months,51526,tv,
NH,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,50956,tv,
RI,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,50461,tv,
ME,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,50459,tv,
VT,ALEX WAGNER TONIGHT,MSNBC,Last 6 months,49887,tv,
RI,LEAD WITH JAKE TAPPER,CNN,Last 6 months,48660,tv,
RI,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,48038,tv,
RI,FOX AND FRIENDS,FOXNC,Last 6 months,47544,tv,
HI,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,47074,tv,
HI,SITUATION ROOM,CNN,Last 6 months,46309,tv,
VT,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,46289,tv,
MT,"STORY, THE",FOXNC,Last 6 months,46125,tv,
RI,INSIDE POLITICS,CNN,Last 6 months,46054,tv,
RI,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,45712,tv,
SD,"STORY, THE",FOXNC,Last 6 months,45319,tv,
HI,ERIN BURNETT OUTFRONT,CNN,Last 6 months,44234,tv,
ME,HANNITY,FOXNC,Last 6 months,39421,tv,
VT,RACHEL MADDOW SHOW,MSNBC,Last 6 months,39361,tv,
ME,11TH HOUR W/B. WILLIAMS,MSNBC,Last 6 months,38826,tv,
DE,LEAD WITH JAKE TAPPER,CNN,Last 6 months,37017,tv,
DE,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,35028,tv,
DE,ANDERSON COOPER 360,CNN,Last 6 months,34731,tv,
DE,INSIDE POLITICS,CNN,Last 6 months,34522,tv,
ND,"FIVE, THE",FOXNC,Last 6 months,34001,tv,
VT,ALL IN W/ CHRIS HAYES,MSNBC,Last 6 months,33827,tv,
DC,CNN NEWSROOM,CNN,Last 6 months,31726,tv,
VT,AYMAN,MSNBC,Last 6 months,31631,tv,
DE,ERIN BURNETT OUTFRONT,CNN,Last 6 months,31513,tv,
DE,MORNING JOE,MSNBC,Last 6 months,29500,tv,
VT,REIDOUT,MSNBC,Last 6 months,29175,tv,
DC,MORNING JOE,MSNBC,Last 6 months,28234,tv,
VT,11TH HOUR W/B. WILLIAMS,MSNBC,Last 6 months,26851,tv,
DE,HANNITY,FOXNC,Last 6 months,26456,tv,
ND,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,25872,tv,
AK,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,25763,tv,
VT,AMERICAS NEWSROOM,FOXNC,Last 6 months,25596,tv,
DE,SITUATION ROOM,CNN,Last 6 months,25321,tv,
VT,FAREED ZAKARIA: GPS,CNN,Last 6 months,25231,tv,
DE,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,24826,tv,
DC,ANDERSON COOPER 360,CNN,Last 6 months,24411,tv,
ND,AMERICAS NEWSROOM,FOXNC,Last 6 months,23842,tv,
AK,BEAT W/ARI MELBER,MSNBC,Last 6 months,23726,tv,
DC,ALL IN W/ CHRIS HAYES,MSNBC,Last 6 months,23259,tv,
AK,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,22883,tv,
ND,FOX AND FRIENDS,FOXNC,Last 6 months,22847,tv,
AK,REIDOUT,MSNBC,Last 6 months,22502,tv,
DC,LEAD WITH JAKE TAPPER,CNN,Last 6 months,21620,tv,
ND,FOX & FRIENDS SATURDAY,FOXNC,Last 6 months,21212,tv,
DC,ALEX WAGNER TONIGHT,MSNBC,Last 6 months,21042,tv,
DC,BEAT W/ARI MELBER,MSNBC,Last 6 months,19854,tv,
DC,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,19224,tv,
DC,REIDOUT,MSNBC,Last 6 months,19138,tv,
DC,SITUATION ROOM,CNN,Last 6 months,18326,tv,
AK,ALEX WAGNER TONIGHT,MSNBC,Last 6 months,18281,tv,
AK,ALL IN W/ CHRIS HAYES,MSNBC,Last 6 months,18211,tv,
WY,AMERICAS NEWSROOM,FOXNC,Last 6 months,18147,tv,
ND,FOX & FRIENDS SUNDAY,FOXNC,Last 6 months,17783,tv,
ND,YOUR WORLD W/NEIL CAVUTO,FOXNC,Last 6 months,17587,tv,
ND,FOX REPORT WITH JON SCOTT,FOXNC,Last 6 months,17579,tv,
AK,RACHEL MADDOW SHOW,MSNBC,Last 6 months,17576,tv,
AK,FOX NEWS LIVE,FOXNC,Last 6 months,17121,tv,
AK,11TH HOUR W/B. WILLIAMS,MSNBC,Last 6 months,17021,tv,
WY,FOX AND FRIENDS,FOXNC,Last 6 months,16876,tv,
WY,LEAD WITH JAKE TAPPER,CNN,Last 6 months,16861,tv,
WY,SITUATION ROOM,CNN,Last 6 months,16819,tv,
AK,CNN NEWSROOM,CNN,Last 6 months,15122,tv,
WY,"FIVE, THE",FOXNC,Last 6 months,14252,tv,
WY,"FAULKNER FOCUS, THE",FOXNC,Last 6 months,14251,tv,
ND,FOX NEWS LIVE,FOXNC,Last 6 months,14193,tv,
WY,FOX NEWS LIVE,FOXNC,Last 6 months,14185,tv,
WY,AMERICA REPORTS,FOXNC,Last 6 months,13571,tv,
WY,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,13495,tv,
WY,OUTNUMBERED,FOXNC,Last 6 months,13431,tv,
ND,HANNITY,FOXNC,Last 6 months,12580,tv,
CA,CNN NEWSROOM,CNN,Last 12 months,1787863,tv,
FL,"FIVE, THE",FOXNC,Last 12 months,1246610,tv,
CA,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,1134581,tv,
FL,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,1105481,tv,
CA,ALEX WAGNER TONIGHT,MSNBC,Last 12 months,1101837,tv,
FL,HANNITY,FOXNC,Last 12 months,1098070,tv,
CA,HANNITY,FOXNC,Last 12 months,1097312,tv,
FL,CNN NEWSROOM,CNN,Last 12 months,1068415,tv,
FL,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,1063554,tv,
CA,ANDERSON COOPER 360,CNN,Last 12 months,1033445,tv,
FL,FOX AND FRIENDS,FOXNC,Last 12 months,1002083,tv,
CA,11TH HOUR W/B. WILLIAMS,MSNBC,Last 12 months,983379,tv,
CA,DEADLINE:WHITE HOUSE,MSNBC,Last 12 months,976612,tv,
FL,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,973001,tv,
TX,CNN NEWSROOM,CNN,Last 12 months,971542,tv,
CA,ALL IN W/ CHRIS HAYES,MSNBC,Last 12 months,965622,tv,
FL,AMERICAS NEWSROOM,FOXNC,Last 12 months,947665,tv,
FL,AMERICA REPORTS,FOXNC,Last 12 months,933025,tv,
NY,CNN NEWSROOM,CNN,Last 12 months,928645,tv,
CA,RACHEL MADDOW SHOW,MSNBC,Last 12 months,926392,tv,
CA,BEAT W/ARI MELBER,MSNBC,Last 12 months,908649,tv,
FL,GUTFELD!,FOXNC,Last 12 months,885105,tv,
TX,"FIVE, THE",FOXNC,Last 12 months,804600,tv,
TX,HANNITY,FOXNC,Last 12 months,790700,tv,
PA,"FIVE, THE",FOXNC,Last 12 months,767517,tv,
TX,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,749213,tv,
PA,HANNITY,FOXNC,Last 12 months,695545,tv,
TX,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,693384,tv,
TX,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,684567,tv,
PA,FOX AND FRIENDS,FOXNC,Last 12 months,671655,tv,
TX,AMERICAS NEWSROOM,FOXNC,Last 12 months,667707,tv,
TX,AMERICA REPORTS,FOXNC,Last 12 months,648550,tv,
NY,MORNING JOE,MSNBC,Last 12 months,619983,tv,
PA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,619917,tv,
TX,GUTFELD!,FOXNC,Last 12 months,618310,tv,
NY,BEAT W/ARI MELBER,MSNBC,Last 12 months,614233,tv,
PA,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,606896,tv,
NY,DEADLINE:WHITE HOUSE,MSNBC,Last 12 months,605829,tv,
TX,FOX NEWS LIVE,FOXNC,Last 12 months,601904,tv,
OH,HANNITY,FOXNC,Last 12 months,593955,tv,
NY,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,589361,tv,
NY,"FIVE, THE",FOXNC,Last 12 months,584961,tv,
NY,ANDERSON COOPER 360,CNN,Last 12 months,582199,tv,
PA,CNN NEWSROOM,CNN,Last 12 months,567962,tv,
NY,ALL IN W/ CHRIS HAYES,MSNBC,Last 12 months,557550,tv,
PA,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,556775,tv,
NY,ALEX WAGNER TONIGHT,MSNBC,Last 12 months,553423,tv,
OH,"FIVE, THE",FOXNC,Last 12 months,552138,tv,
PA,AMERICA REPORTS,FOXNC,Last 12 months,551374,tv,
IL,CNN NEWSROOM,CNN,Last 12 months,547448,tv,
PA,AMERICAS NEWSROOM,FOXNC,Last 12 months,547057,tv,
NY,HANNITY,FOXNC,Last 12 months,546654,tv,
OH,CNN NEWSROOM,CNN,Last 12 months,535392,tv,
OH,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,531237,tv,
PA,GUTFELD!,FOXNC,Last 12 months,530258,tv,
VA,CNN NEWSROOM,CNN,Last 12 months,529548,tv,
NC,CNN NEWSROOM,CNN,Last 12 months,520128,tv,
NC,"FIVE, THE",FOXNC,Last 12 months,511826,tv,
NJ,"FIVE, THE",FOXNC,Last 12 months,503158,tv,
OH,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,497107,tv,
NJ,CNN NEWSROOM,CNN,Last 12 months,488426,tv,
GA,"FIVE, THE",FOXNC,Last 12 months,478146,tv,
OH,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,473736,tv,
IL,"FIVE, THE",FOXNC,Last 12 months,466375,tv,
MA,CNN NEWSROOM,CNN,Last 12 months,466196,tv,
NC,HANNITY,FOXNC,Last 12 months,464824,tv,
GA,HANNITY,FOXNC,Last 12 months,458286,tv,
NC,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,455433,tv,
MI,CNN NEWSROOM,CNN,Last 12 months,443586,tv,
NC,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,440766,tv,
NC,FOX AND FRIENDS,FOXNC,Last 12 months,438040,tv,
OH,GUTFELD!,FOXNC,Last 12 months,437151,tv,
OH,AMERICA REPORTS,FOXNC,Last 12 months,434029,tv,
GA,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,427143,tv,
NJ,HANNITY,FOXNC,Last 12 months,422306,tv,
TN,"FIVE, THE",FOXNC,Last 12 months,422046,tv,
GA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,419414,tv,
OH,AMERICAS NEWSROOM,FOXNC,Last 12 months,415790,tv,
MD,CNN NEWSROOM,CNN,Last 12 months,412706,tv,
IL,HANNITY,FOXNC,Last 12 months,410942,tv,
OH,FOX AND FRIENDS,FOXNC,Last 12 months,409813,tv,
VA,"FIVE, THE",FOXNC,Last 12 months,408636,tv,
GA,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,408505,tv,
GA,FOX AND FRIENDS,FOXNC,Last 12 months,406292,tv,
MI,"FIVE, THE",FOXNC,Last 12 months,404064,tv,
GA,CNN NEWSROOM,CNN,Last 12 months,401690,tv,
NC,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,400733,tv,
NC,AMERICAS NEWSROOM,FOXNC,Last 12 months,399276,tv,
NC,AMERICA REPORTS,FOXNC,Last 12 months,398134,tv,
NJ,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,388781,tv,
NJ,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,385056,tv,
TN,AMERICAS NEWSROOM,FOXNC,Last 12 months,383955,tv,
GA,AMERICAS NEWSROOM,FOXNC,Last 12 months,382804,tv,
VA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,378953,tv,
TN,HANNITY,FOXNC,Last 12 months,377923,tv,
TN,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,376883,tv,
VA,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,375164,tv,
VA,HANNITY,FOXNC,Last 12 months,373946,tv,
IL,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,372086,tv,
IL,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,371065,tv,
GA,AMERICA REPORTS,FOXNC,Last 12 months,371025,tv,
IL,GUTFELD!,FOXNC,Last 12 months,370741,tv,
IL,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,367574,tv,
TN,AMERICA REPORTS,FOXNC,Last 12 months,365141,tv,
NC,GUTFELD!,FOXNC,Last 12 months,364350,tv,
MI,HANNITY,FOXNC,Last 12 months,364079,tv,
GA,FOX NEWS LIVE,FOXNC,Last 12 months,356810,tv,
MI,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,352730,tv,
TN,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,350688,tv,
TN,FOX AND FRIENDS,FOXNC,Last 12 months,346826,tv,
VA,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,346711,tv,
IL,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,342160,tv,
NJ,AMERICA REPORTS,FOXNC,Last 12 months,340572,tv,
TN,OUTNUMBERED,FOXNC,Last 12 months,339250,tv,
MI,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,337620,tv,
TN,FOX NEWS LIVE,FOXNC,Last 12 months,336373,tv,
IN,"FIVE, THE",FOXNC,Last 12 months,333892,tv,
IL,MORNING JOE,MSNBC,Last 12 months,332635,tv,
MO,"FIVE, THE",FOXNC,Last 12 months,331526,tv,
NJ,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,329555,tv,
SC,"FIVE, THE",FOXNC,Last 12 months,325782,tv,
NJ,GUTFELD!,FOXNC,Last 12 months,322104,tv,
MO,HANNITY,FOXNC,Last 12 months,319272,tv,
TN,"FAULKNER FOCUS, THE",FOXNC,Last 12 months,318759,tv,
IL,ALEX WAGNER TONIGHT,MSNBC,Last 12 months,318613,tv,
NJ,FOX AND FRIENDS,FOXNC,Last 12 months,318474,tv,
NJ,FOX NEWS LIVE,FOXNC,Last 12 months,314952,tv,
VA,MORNING JOE,MSNBC,Last 12 months,310308,tv,
MI,MORNING JOE,MSNBC,Last 12 months,309979,tv,
SC,HANNITY,FOXNC,Last 12 months,308818,tv,
AL,HANNITY,FOXNC,Last 12 months,308411,tv,
MO,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,303285,tv,
MI,FOX AND FRIENDS,FOXNC,Last 12 months,303057,tv,
MI,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,301489,tv,
SC,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,301125,tv,
VA,AMERICA REPORTS,FOXNC,Last 12 months,300319,tv,
SC,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,299890,tv,
VA,FOX NEWS LIVE,FOXNC,Last 12 months,299494,tv,
AL,"FIVE, THE",FOXNC,Last 12 months,299398,tv,
SC,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,296907,tv,
MI,GUTFELD!,FOXNC,Last 12 months,295535,tv,
VA,FOX AND FRIENDS,FOXNC,Last 12 months,293281,tv,
MO,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,292370,tv,
IN,HANNITY,FOXNC,Last 12 months,287601,tv,
AL,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,286837,tv,
MI,AMERICA REPORTS,FOXNC,Last 12 months,284245,tv,
AZ,CNN NEWSROOM,CNN,Last 12 months,281920,tv,
MO,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,277869,tv,
IN,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,276541,tv,
MA,ANDERSON COOPER 360,CNN,Last 12 months,276008,tv,
SC,FOX AND FRIENDS,FOXNC,Last 12 months,273024,tv,
AL,AMERICA REPORTS,FOXNC,Last 12 months,272501,tv,
IN,FOX AND FRIENDS,FOXNC,Last 12 months,268650,tv,
MD,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,268459,tv,
WA,CNN NEWSROOM,CNN,Last 12 months,268091,tv,
MD,MORNING JOE,MSNBC,Last 12 months,267962,tv,
MA,LEAD WITH JAKE TAPPER,CNN,Last 12 months,267233,tv,
MA,DEADLINE:WHITE HOUSE,MSNBC,Last 12 months,266762,tv,
IN,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,264899,tv,
MD,ALEX WAGNER TONIGHT,MSNBC,Last 12 months,262252,tv,
MO,AMERICA REPORTS,FOXNC,Last 12 months,261652,tv,
AL,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,261289,tv,
WI,CNN NEWSROOM,CNN,Last 12 months,258572,tv,
MD,BEAT W/ARI MELBER,MSNBC,Last 12 months,256420,tv,
AL,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,255582,tv,
AZ,"FIVE, THE",FOXNC,Last 12 months,254543,tv,
AL,AMERICAS NEWSROOM,FOXNC,Last 12 months,254112,tv,
MD,ALL IN W/ CHRIS HAYES,MSNBC,Last 12 months,253613,tv,
AZ,HANNITY,FOXNC,Last 12 months,252866,tv,
IN,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,252276,tv,
SC,AMERICA REPORTS,FOXNC,Last 12 months,251348,tv,
AL,FOX NEWS LIVE,FOXNC,Last 12 months,249566,tv,
AZ,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,249346,tv,
MO,GUTFELD!,FOXNC,Last 12 months,249301,tv,
MD,DEADLINE:WHITE HOUSE,MSNBC,Last 12 months,248992,tv,
NV,CNN NEWSROOM,CNN,Last 12 months,247041,tv,
IN,GUTFELD!,FOXNC,Last 12 months,246649,tv,
MO,OUTNUMBERED,FOXNC,Last 12 months,243325,tv,
MO,AMERICAS NEWSROOM,FOXNC,Last 12 months,243033,tv,
MD,ANDERSON COOPER 360,CNN,Last 12 months,242596,tv,
SC,GUTFELD!,FOXNC,Last 12 months,242530,tv,
MO,FOX NEWS LIVE,FOXNC,Last 12 months,237727,tv,
MA,MORNING JOE,MSNBC,Last 12 months,237722,tv,
AL,OUTNUMBERED,FOXNC,Last 12 months,236786,tv,
SC,AMERICAS NEWSROOM,FOXNC,Last 12 months,236424,tv,
AL,"STORY, THE",FOXNC,Last 12 months,235751,tv,
SC,FOX NEWS LIVE,FOXNC,Last 12 months,234256,tv,
MA,ALL IN W/ CHRIS HAYES,MSNBC,Last 12 months,233909,tv,
IN,AMERICA REPORTS,FOXNC,Last 12 months,232033,tv,
AZ,GUTFELD!,FOXNC,Last 12 months,231966,tv,
IN,AMERICAS NEWSROOM,FOXNC,Last 12 months,231124,tv,
MA,BEAT W/ARI MELBER,MSNBC,Last 12 months,230538,tv,
WI,"FIVE, THE",FOXNC,Last 12 months,227602,tv,
MA,SITUATION ROOM,CNN,Last 12 months,226430,tv,
MA,ALEX WAGNER TONIGHT,MSNBC,Last 12 months,226312,tv,
IN,CNN NEWSROOM,CNN,Last 12 months,225607,tv,
WA,HANNITY,FOXNC,Last 12 months,224083,tv,
AZ,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,223650,tv,
AR,"FIVE, THE",FOXNC,Last 12 months,223146,tv,
AZ,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,222868,tv,
MD,11TH HOUR W/B. WILLIAMS,MSNBC,Last 12 months,220665,tv,
WA,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,219843,tv,
WI,HANNITY,FOXNC,Last 12 months,219755,tv,
WA,"FIVE, THE",FOXNC,Last 12 months,219685,tv,
MA,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,219194,tv,
MD,REIDOUT,MSNBC,Last 12 months,219162,tv,
OR,CNN NEWSROOM,CNN,Last 12 months,218282,tv,
AZ,FOX NEWS LIVE,FOXNC,Last 12 months,215145,tv,
OK,HANNITY,FOXNC,Last 12 months,214847,tv,
WA,GUTFELD!,FOXNC,Last 12 months,210488,tv,
WA,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,209317,tv,
AZ,AMERICA REPORTS,FOXNC,Last 12 months,205894,tv,
WA,ALEX WAGNER TONIGHT,MSNBC,Last 12 months,205488,tv,
WI,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,197358,tv,
CO,CNN NEWSROOM,CNN,Last 12 months,196575,tv,
KY,"FIVE, THE",FOXNC,Last 12 months,195365,tv,
WA,ALL IN W/ CHRIS HAYES,MSNBC,Last 12 months,194825,tv,
LA,"FIVE, THE",FOXNC,Last 12 months,193532,tv,
MN,"FIVE, THE",FOXNC,Last 12 months,193124,tv,
WA,11TH HOUR W/B. WILLIAMS,MSNBC,Last 12 months,192806,tv,
AR,AMERICAS NEWSROOM,FOXNC,Last 12 months,192707,tv,
WI,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,190998,tv,
KY,HANNITY,FOXNC,Last 12 months,190572,tv,
OK,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,190525,tv,
AR,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,188512,tv,
MN,HANNITY,FOXNC,Last 12 months,188292,tv,
AR,OUTNUMBERED,FOXNC,Last 12 months,187566,tv,
AR,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,185059,tv,
WA,RACHEL MADDOW SHOW,MSNBC,Last 12 months,183863,tv,
AR,FOX NEWS LIVE,FOXNC,Last 12 months,183739,tv,
WI,GUTFELD!,FOXNC,Last 12 months,182804,tv,
LA,HANNITY,FOXNC,Last 12 months,182707,tv,
LA,AMERICA REPORTS,FOXNC,Last 12 months,182583,tv,
AZ,OUTNUMBERED,FOXNC,Last 12 months,182395,tv,
WI,AMERICAS NEWSROOM,FOXNC,Last 12 months,181604,tv,
KY,AMERICAS NEWSROOM,FOXNC,Last 12 months,180567,tv,
AR,HANNITY,FOXNC,Last 12 months,179551,tv,
AR,AMERICA REPORTS,FOXNC,Last 12 months,178111,tv,
MN,CNN NEWSROOM,CNN,Last 12 months,177658,tv,
AR,FOX AND FRIENDS,FOXNC,Last 12 months,177602,tv,
NV,HANNITY,FOXNC,Last 12 months,177597,tv,
OK,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,176015,tv,
AR,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,175548,tv,
KY,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,175093,tv,
OK,"FIVE, THE",FOXNC,Last 12 months,174871,tv,
KY,FOX AND FRIENDS,FOXNC,Last 12 months,173281,tv,
LA,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,171679,tv,
LA,AMERICAS NEWSROOM,FOXNC,Last 12 months,167757,tv,
WI,AMERICA REPORTS,FOXNC,Last 12 months,167220,tv,
KY,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,166810,tv,
KY,AMERICA REPORTS,FOXNC,Last 12 months,166316,tv,
CO,"FIVE, THE",FOXNC,Last 12 months,165852,tv,
OK,AMERICA REPORTS,FOXNC,Last 12 months,165413,tv,
CT,CNN NEWSROOM,CNN,Last 12 months,165304,tv,
KY,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,163944,tv,
CO,HANNITY,FOXNC,Last 12 months,163016,tv,
OK,GUTFELD!,FOXNC,Last 12 months,162654,tv,
MN,GUTFELD!,FOXNC,Last 12 months,162632,tv,
CO,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,162151,tv,
WI,FOX AND FRIENDS,FOXNC,Last 12 months,161925,tv,
KY,FOX NEWS LIVE,FOXNC,Last 12 months,161788,tv,
CO,GUTFELD!,FOXNC,Last 12 months,161194,tv,
MN,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,161017,tv,
CT,HANNITY,FOXNC,Last 12 months,160607,tv,
MN,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,160149,tv,
NV,"FIVE, THE",FOXNC,Last 12 months,159340,tv,
NV,FOX NEWS LIVE,FOXNC,Last 12 months,159100,tv,
LA,FOX NEWS LIVE,FOXNC,Last 12 months,157744,tv,
MN,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,157266,tv,
NV,OUTNUMBERED,FOXNC,Last 12 months,156975,tv,
NV,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,156665,tv,
OK,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,156629,tv,
LA,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,155858,tv,
CT,"FIVE, THE",FOXNC,Last 12 months,154905,tv,
WI,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,154312,tv,
NV,GUTFELD!,FOXNC,Last 12 months,154160,tv,
KY,OUTNUMBERED,FOXNC,Last 12 months,150528,tv,
OK,AMERICAS NEWSROOM,FOXNC,Last 12 months,150082,tv,
